serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
2164,151339,Self-employed,2,565,Travel,3093278,0.2938713518662751,Fair,1
2165,203834,Student,9,640,Travel,362020,0.57881171630655,Fair,1
2166,55589,Unemployed,8,646,Education,3711756,0.1316744686417259,Poor,0
2167,117834,Unemployed,8,420,Car Loan,4181368,0.48,Fair,1
2168,21937,Retired,6,312,Car Loan,4659322,0.1413666937467072,Poor,1
2169,60851,Unemployed,0,850,Business,89483,0.578634701816329,Good,0
2170,25783,Self-employed,4,572,Debt Consolidation,4334256,0.3047290686453621,Fair,1
2171,143145,Self-employed,1,457,Medical,4859143,0.4752417096574534,Good,1
2172,199748,Employed,7,432,Car Loan,4889455,0.7745717693068251,Poor,1
2173,106852,Self-employed,0,468,Home Improvement,3601594,0.2277304254289222,Poor,1
2174,171730,Unemployed,2,505,Business,837792,0.65,Fair,0
2175,49799,Self-employed,2,418,Car Loan,3569182,0.4791430347815562,Fair,0
2176,101475,Retired,3,355,Car Loan,120210,0.48,Poor,0
2177,88911,Employed,3,777,Business,1343008,0.4186288063372273,Fair,0
2178,173694,Unemployed,2,712,Business,3499414,0.2862130399114719,Fair,1
2179,104037,Employed,9,794,Education,4122062,0.73,Good,0
2180,55560,Unemployed,6,433,Car Loan,5020513,0.5887396392861057,Poor,0
2181,20574,Retired,5,480,Medical,4066253,0.08,Good,1
2182,64056,Employed,0,831,Home Improvement,4718083,0.2,Fair,0
2183,187581,Student,5,568,Debt Consolidation,2212838,0.4982419348273454,Good,1
2184,17353,Unemployed,5,744,Debt Consolidation,335980,0.6411196035724871,Poor,0
2185,160698,Student,9,432,Medical,1397136,0.61,Good,1
2186,49340,Employed,2,450,Business,2418386,0.6460717541270603,Good,1
2187,201969,Student,5,310,Business,5164677,0.1505423768285019,Fair,1
2188,175206,Student,2,440,Business,2967967,0.73,Poor,1
2189,56923,Employed,5,667,Car Loan,1344276,0.4980194597136047,Fair,1
2190,158956,Retired,4,379,Business,778553,0.66,Fair,1
2191,100725,Student,3,676,Business,2058194,0.6403519032820271,Poor,0
2192,28890,Student,4,542,Car Loan,4031706,0.4802246048115786,Good,0
2193,112929,Retired,0,630,Car Loan,4404984,0.760659615287844,Fair,0
2194,166317,Student,2,349,Medical,2013208,0.6032740187920714,Good,1
2195,52910,Student,3,562,Education,363046,0.3942507816149878,Poor,1
2196,183364,Student,6,496,Car Loan,2223284,0.2224753322577003,Fair,0
2197,136485,Self-employed,9,805,Home Improvement,3613428,0.421602146316281,Good,1
2198,182499,Retired,0,685,Business,1368554,0.5581026582470712,Good,1
2199,117542,Student,4,395,Education,95796,0.1899374863471713,Fair,1
2200,177139,Retired,6,566,Debt Consolidation,4020751,0.7427780623054131,Poor,1
2201,108687,Unemployed,3,417,Medical,4282819,0.1645845598112282,Good,1
2202,39279,Unemployed,4,408,Education,3695628,0.456513172460283,Poor,1
2203,167988,Student,2,665,Car Loan,2123729,0.3958465008996138,Fair,1
2204,29388,Retired,8,837,Business,1177890,0.36,Good,0
2205,44902,Retired,8,772,Business,4081609,0.5207709279063792,Good,0
2206,87833,Retired,8,708,Business,1509372,0.4890173649469819,Good,1
2207,117803,Self-employed,2,672,Education,368854,0.2054350513927549,Poor,0
2208,48858,Unemployed,1,725,Business,2105872,0.0585316080420102,Good,0
2209,43281,Retired,8,525,Car Loan,4610370,0.7023368158961701,Good,0
2210,99759,Retired,7,430,Education,2331878,0.6946739090031872,Fair,1
2211,181039,Self-employed,3,637,Business,2580512,0.1530426068715677,Good,0
2212,133597,Self-employed,9,304,Debt Consolidation,2329964,0.2944338044185448,Poor,1
2213,92535,Retired,8,699,Debt Consolidation,2754371,0.55,Fair,0
2214,184148,Employed,2,431,Home Improvement,4486263,0.0964235558564821,Fair,0
2215,166310,Retired,5,604,Business,653778,0.6896882533711971,Good,0
2216,44767,Retired,6,338,Business,3726446,0.0504384268863085,Fair,1
2217,112859,Self-employed,5,386,Education,1572471,0.5237685081159292,Good,1
2218,140036,Self-employed,9,432,Education,2429526,0.39,Fair,1
2219,151602,Retired,0,405,Travel,2691861,0.76,Poor,1
2220,68347,Retired,5,448,Business,4612181,0.6563415231264254,Good,0
2221,125435,Retired,4,692,Home Improvement,4753554,0.3299277526210807,Poor,0
2222,117349,Self-employed,3,850,Business,3537729,0.7835296189708735,Good,0
2223,122748,Retired,8,649,Car Loan,700238,0.2466803795611178,Poor,1
2224,176928,Retired,7,510,Education,4161677,0.2595479125968708,Poor,0
2225,42417,Student,7,830,Business,2254476,0.5888972236790294,Fair,1
2226,35172,Employed,9,663,Education,3535067,0.7245445966797781,Good,1
2227,82645,Unemployed,2,726,Business,2225607,0.7029086770031693,Fair,0
2228,150475,Employed,6,555,Medical,3634657,0.115072849427795,Poor,0
2229,82444,Student,7,766,Education,1543960,0.57,Good,0
2230,35839,Unemployed,4,760,Home Improvement,4409707,0.8103272396868823,Poor,0
2231,160654,Retired,5,731,Medical,1041200,0.5967180458675563,Poor,1
2232,65011,Student,8,458,Car Loan,4758968,0.4397443731243243,Poor,0
2233,170256,Retired,6,394,Business,4774573,0.345312137073317,Poor,0
2234,175673,Self-employed,4,616,Travel,4635950,0.5637171156697777,Fair,1
2235,163210,Student,4,497,Car Loan,4563716,0.5460312970303671,Poor,1
2236,86128,Self-employed,1,788,Education,2906062,0.38,Fair,0
2237,169062,Student,8,412,Medical,3086391,0.37,Poor,0
2238,174685,Student,1,670,Car Loan,1262399,0.793342484421239,Good,0
2239,18775,Self-employed,6,760,Home Improvement,2160605,0.44,Poor,0
2240,91808,Unemployed,5,482,Travel,2978168,0.1042488829426037,Poor,0
2241,144501,Employed,8,805,Education,3007834,0.7477422575680701,Good,0
2242,172559,Retired,1,300,Medical,5082637,0.5897878611465645,Good,1
2243,108245,Student,1,749,Car Loan,1216900,0.5690044021913274,Poor,0
2244,142621,Retired,3,654,Medical,4442747,0.0794612536025815,Poor,0
2245,68814,Self-employed,9,808,Medical,2107918,0.2420931534601601,Fair,0
2246,101145,Retired,6,572,Car Loan,53010,0.4749468860704743,Good,0
2247,151696,Self-employed,1,401,Debt Consolidation,308699,0.5363702925802809,Good,0
2248,121362,Retired,7,371,Business,2810651,0.2097349050664051,Fair,0
2249,190113,Employed,0,418,Education,3207501,0.5883945676345081,Poor,0
2250,19835,Employed,9,619,Education,593157,0.2699838448514686,Poor,1
2251,76326,Employed,4,469,Travel,2053096,0.5873421839774898,Good,1
2252,132996,Employed,3,770,Travel,2340186,0.5929816310059992,Fair,1
2253,118215,Employed,6,576,Travel,2488023,0.1919769564604805,Poor,1
2254,119403,Employed,5,477,Education,3657481,0.6383620952514288,Good,0
2255,154836,Self-employed,7,698,Medical,3514094,0.2863795163184791,Poor,0
2256,40219,Student,1,501,Travel,4985292,0.6800310771291216,Poor,0
2257,104277,Retired,9,568,Car Loan,1865384,0.5221724332155626,Poor,0
2258,94826,Employed,2,716,Business,4115811,0.2365990724276939,Good,0
2259,158996,Self-employed,0,560,Home Improvement,4503774,0.74,Fair,0
2260,93844,Self-employed,3,844,Education,4443384,0.1414636288921265,Fair,0
2261,67208,Self-employed,5,727,Car Loan,5005102,0.7866511473581747,Poor,1
2262,71969,Student,7,502,Business,2133600,0.4765958431466384,Fair,0
2263,23581,Retired,6,342,Business,4985077,0.143334235460654,Poor,1
2264,36673,Student,5,827,Debt Consolidation,452406,0.3812896823869915,Good,1
2265,67227,Unemployed,4,483,Car Loan,4994803,0.57,Good,1
2266,146553,Self-employed,1,644,Education,1395483,0.7393272461303279,Good,0
2267,135633,Unemployed,9,452,Travel,3504692,0.5506824260931166,Poor,0
2268,19536,Employed,0,354,Medical,2010183,0.5245756515104637,Fair,0
2269,102858,Employed,8,723,Travel,1382787,0.77,Good,0
2270,174441,Student,4,416,Business,3718381,0.76,Poor,0
2271,74899,Retired,4,428,Business,4140550,0.3791623125761852,Fair,1
2272,106817,Unemployed,7,772,Home Improvement,3679418,0.4591128639087251,Fair,1
2273,63675,Retired,1,343,Travel,4860219,0.6243608729119902,Fair,1
2274,96862,Student,5,459,Debt Consolidation,3305666,0.0924625057900767,Poor,0
2275,147277,Employed,0,795,Business,2070440,0.7651797387143838,Poor,0
2276,92228,Retired,8,500,Business,955202,0.289832681442461,Poor,1
2277,185076,Retired,3,512,Medical,2248279,0.1960833820883512,Good,0
2278,66008,Employed,2,593,Medical,908121,0.308917799493057,Poor,1
2279,77683,Unemployed,2,782,Home Improvement,3175224,0.7077131451727104,Good,1
2280,40512,Employed,6,719,Car Loan,1140948,0.6066986350467034,Good,0
2281,64922,Retired,9,627,Home Improvement,4773300,0.08,Good,1
2282,46750,Unemployed,1,742,Home Improvement,2123578,0.06,Poor,0
2283,45702,Unemployed,4,821,Medical,785711,0.6423397905660636,Good,0
2284,159552,Employed,3,543,Travel,4173569,0.6466783924240804,Poor,1
2285,113452,Retired,7,716,Travel,1063442,0.73,Poor,0
2286,92190,Student,0,544,Travel,1767265,0.131038627135125,Good,1
2287,79688,Retired,8,588,Car Loan,2051519,0.4173998081845209,Good,0
2288,188759,Self-employed,0,797,Medical,1195413,0.716160333220109,Good,1
2289,28675,Student,1,472,Debt Consolidation,3067158,0.7646363869649869,Poor,1
2290,162171,Unemployed,5,405,Education,1401050,0.4082002420085138,Poor,1
2291,142619,Student,0,453,Education,319803,0.57,Good,0
2292,84433,Unemployed,9,642,Debt Consolidation,1915241,0.3192343402849949,Good,0
2293,73870,Unemployed,8,300,Travel,2552875,0.23,Fair,0
2294,191308,Student,8,440,Education,132549,0.29,Good,0
2295,177740,Unemployed,6,686,Car Loan,2468420,0.4165938094084707,Fair,0
2296,70265,Unemployed,4,507,Medical,5002834,0.583465241801836,Fair,1
2297,106301,Self-employed,3,424,Education,2022386,0.5001070671622523,Poor,0
2298,157055,Retired,6,657,Car Loan,3735979,0.64,Poor,0
2299,72381,Retired,5,541,Medical,4716229,0.1856618928591113,Fair,0
2300,177552,Self-employed,9,568,Car Loan,3325252,0.28,Fair,0
2301,82870,Student,2,380,Debt Consolidation,4279981,0.2030984846111646,Good,1
2302,87894,Employed,9,466,Home Improvement,5238862,0.2308581657186388,Fair,0
2303,95960,Employed,0,578,Debt Consolidation,1787984,0.77,Good,0
2304,76169,Employed,7,433,Education,1696315,0.47,Poor,1
2305,180168,Self-employed,2,712,Medical,1298067,0.1453282161725526,Good,1
2306,68371,Self-employed,6,363,Car Loan,2066852,0.6167955489483914,Poor,1
2307,136280,Unemployed,9,762,Education,735068,0.79,Fair,0
2308,89972,Employed,5,840,Education,3019586,0.7007852234049122,Fair,0
2309,158103,Student,0,790,Home Improvement,510679,0.5342227563476509,Fair,0
2310,108267,Student,1,438,Travel,1339691,0.4536443208700682,Good,1
2311,117127,Employed,4,558,Education,2889699,0.52,Poor,0
2312,91540,Employed,5,724,Home Improvement,4711483,0.2491030797673565,Poor,1
2313,210394,Employed,4,664,Medical,704379,0.7359897259623572,Poor,1
2314,171460,Self-employed,8,313,Medical,1880857,0.6068166808045523,Poor,0
2315,47848,Self-employed,7,839,Car Loan,1597326,0.7142100587876135,Poor,0
2316,81735,Self-employed,5,849,Travel,4727810,0.057997412916347,Good,0
2317,42315,Retired,2,650,Home Improvement,1324318,0.8054857305993391,Poor,0
2318,108190,Student,4,612,Debt Consolidation,3397412,0.3,Fair,1
2319,164309,Student,9,687,Medical,1489365,0.0755111816480556,Poor,1
2320,79925,Unemployed,7,771,Travel,3423741,0.15,Fair,1
2321,19899,Self-employed,8,723,Car Loan,2840819,0.6602325449678625,Good,0
2322,73596,Retired,1,716,Debt Consolidation,3560848,0.73,Good,0
2323,51018,Retired,6,421,Medical,4066880,0.28,Fair,1
2324,72766,Student,3,651,Medical,4205009,0.727308933939112,Poor,1
2325,28991,Self-employed,6,760,Car Loan,2646810,0.5428328099381755,Good,1
2326,128012,Unemployed,0,508,Car Loan,2362923,0.117708962327049,Good,1
2327,25656,Self-employed,10,472,Business,1648037,0.7913495480332337,Good,1
2328,55558,Employed,9,315,Education,1531246,0.1375161295516861,Poor,1
2329,23039,Self-employed,3,850,Education,2130535,0.3794568775613183,Fair,1
2330,149668,Employed,2,833,Debt Consolidation,4576016,0.41,Fair,1
2331,50795,Employed,0,682,Education,3934527,0.6763547207768053,Poor,1
2332,125818,Unemployed,4,528,Debt Consolidation,1504977,0.722623869056945,Good,0
2333,198270,Student,2,827,Travel,253487,0.74,Poor,0
2334,130672,Self-employed,3,602,Medical,2372710,0.3832672848375942,Poor,0
2335,100036,Employed,1,440,Business,3171925,0.5317808896365134,Fair,0
2336,159059,Self-employed,2,453,Business,1646479,0.2678498752504648,Poor,0
2337,26689,Student,10,330,Medical,4213758,0.4093755704238473,Poor,0
2338,39975,Student,4,774,Car Loan,4154717,0.1716341159620827,Good,1
2339,54479,Retired,2,618,Home Improvement,4162361,0.417085803527733,Good,1
2340,174382,Student,6,533,Home Improvement,2311207,0.2217091965088467,Fair,0
2341,169529,Unemployed,2,778,Education,2790622,0.2030936491269816,Good,0
2342,146778,Employed,5,405,Car Loan,2541821,0.55,Poor,0
2343,186071,Retired,3,641,Debt Consolidation,2545323,0.4358133322762204,Poor,0
2344,83205,Unemployed,2,343,Travel,3664588,0.809805103438852,Poor,1
2345,58164,Self-employed,9,845,Business,2780775,0.1039098547439094,Fair,0
2346,117996,Employed,1,689,Education,5023372,0.2887433802438943,Good,0
2347,90643,Student,0,850,Medical,1156511,0.5991321134023921,Poor,0
2348,198188,Employed,4,310,Car Loan,285274,0.6768156818231741,Good,0
2349,64570,Self-employed,1,737,Business,1814087,0.62,Good,1
2350,110785,Retired,6,577,Debt Consolidation,2329934,0.3539890427910256,Good,1
2351,86680,Retired,6,805,Debt Consolidation,2164527,0.6080770708976981,Good,0
2352,73906,Retired,9,314,Home Improvement,4087701,0.6091236629022925,Fair,0
2353,89520,Student,8,651,Education,2993154,0.1086129819882609,Fair,0
2354,24588,Unemployed,2,480,Medical,1295941,0.3084713522266968,Fair,0
2355,181508,Unemployed,7,514,Business,3078031,0.53,Poor,1
2356,39957,Employed,4,381,Travel,3926396,0.4684260023560553,Poor,1
2357,113970,Student,6,319,Debt Consolidation,3368808,0.7,Poor,0
2358,41853,Retired,7,477,Business,2606103,0.1446631527373883,Fair,0
2359,108703,Retired,1,671,Medical,1721444,0.6944243990472513,Good,0
2360,147802,Self-employed,9,430,Business,3467296,0.3563869635101662,Fair,0
2361,158690,Self-employed,3,593,Education,592176,0.7394845306362435,Poor,1
2362,176358,Retired,2,470,Home Improvement,1023680,0.77,Poor,0
2363,133406,Retired,5,603,Business,1209718,0.4173768948288883,Good,1
2364,149696,Student,4,438,Car Loan,5012560,0.5154381878384207,Fair,0
2365,84679,Unemployed,0,633,Home Improvement,741368,0.5387131964539782,Good,0
2366,110967,Self-employed,0,423,Medical,3021622,0.0535746924138786,Fair,0
2367,128111,Unemployed,8,309,Home Improvement,2915507,0.4384781104779742,Poor,1
2368,32433,Student,6,656,Business,2950695,0.3555933692204635,Good,0
2369,165333,Retired,5,708,Business,2372956,0.612768994668911,Good,0
2370,111953,Unemployed,0,568,Car Loan,1650178,0.7264134334006158,Fair,1
2371,147161,Retired,2,739,Debt Consolidation,3022834,0.54,Fair,1
2372,25433,Retired,8,428,Car Loan,3295265,0.6186708029615777,Fair,0
2373,93121,Employed,3,356,Business,4157371,0.6799455686473762,Poor,0
2374,31345,Unemployed,7,484,Travel,3848464,0.6637087242944096,Fair,0
2375,174869,Unemployed,2,804,Home Improvement,2857846,0.21,Poor,0
2376,153442,Retired,2,647,Car Loan,2511286,0.41,Fair,1
2377,21950,Student,7,459,Car Loan,3958330,0.7058469638996591,Fair,1
2378,168755,Employed,4,613,Travel,1706959,0.2033352142607668,Poor,0
2379,96972,Retired,8,405,Travel,718771,0.64,Fair,0
2380,164041,Self-employed,6,506,Travel,3106338,0.2368032341887043,Poor,1
2381,104143,Self-employed,7,496,Debt Consolidation,3438046,0.3382297964883043,Poor,1
2382,41870,Employed,6,502,Business,1260185,0.07,Fair,0
2383,45461,Student,8,326,Business,2737747,0.49,Fair,0
2384,72212,Retired,4,705,Medical,148258,0.7680949504607651,Good,0
2385,188378,Unemployed,1,682,Debt Consolidation,263703,0.3564021059075123,Fair,0
2386,136833,Employed,3,410,Medical,648454,0.5855086935461425,Good,0
2387,29467,Student,5,685,Medical,4427043,0.6084312699848915,Fair,0
2388,163700,Unemployed,6,464,Medical,3174168,0.4670417526214074,Poor,1
2389,27226,Self-employed,3,828,Education,4309419,0.27,Poor,0
2390,80987,Self-employed,2,610,Medical,2785752,0.7027227267015249,Good,0
2391,181785,Unemployed,9,670,Car Loan,1693073,0.465661644232802,Fair,1
2392,26860,Employed,2,457,Home Improvement,1172700,0.1401742395404411,Good,1
2393,60802,Self-employed,2,629,Car Loan,4495225,0.3779314414339881,Fair,1
2394,133920,Retired,5,458,Car Loan,4761474,0.66,Fair,1
2395,61443,Unemployed,0,842,Business,1670977,0.638169627566346,Poor,0
2396,90323,Unemployed,8,533,Education,1629907,0.2017195112151176,Good,0
2397,52964,Self-employed,9,823,Medical,2869953,0.1073977471178705,Poor,0
2398,120982,Employed,8,498,Business,4987222,0.69,Poor,0
2399,118727,Retired,6,544,Debt Consolidation,3460006,0.36,Poor,1
2400,164500,Employed,1,300,Debt Consolidation,4063550,0.4441104997336739,Good,0
2401,112557,Student,2,690,Business,3209088,0.09,Fair,0
2402,63639,Student,3,638,Home Improvement,4231360,0.25,Fair,1
2403,184954,Self-employed,4,473,Business,1606248,0.2154372652657423,Good,0
2404,76007,Self-employed,3,686,Business,1312687,0.167597509702335,Fair,0
2405,164009,Self-employed,4,353,Education,1517722,0.8028010463704816,Good,0
2406,162426,Student,1,456,Debt Consolidation,154615,0.7262221498009431,Good,1
2407,86761,Employed,7,656,Debt Consolidation,2984993,0.5508654985545935,Fair,0
2408,163843,Employed,1,304,Medical,4905550,0.57,Poor,1
2409,19288,Self-employed,8,300,Car Loan,5122487,0.1815814051301637,Good,1
2410,122048,Retired,3,721,Business,1214880,0.3091526137351263,Good,0
2411,144472,Employed,0,378,Business,2048028,0.681904872849615,Good,0
2412,26451,Student,2,811,Home Improvement,2712254,0.4650364809820316,Good,1
2413,177486,Unemployed,8,574,Travel,4580713,0.6065562912490244,Fair,0
2414,133551,Unemployed,8,636,Travel,2619252,0.0610274090218983,Fair,0
2415,17462,Unemployed,2,705,Debt Consolidation,1313063,0.3288129568699424,Good,1
2416,46628,Retired,6,484,Home Improvement,3216781,0.305933076266974,Poor,0
2417,157392,Self-employed,5,359,Education,3701697,0.1408310446578856,Fair,1
2418,60784,Student,2,616,Medical,2838036,0.74,Poor,0
2419,19218,Retired,0,357,Home Improvement,1814963,0.4617049133952594,Poor,0
2420,113743,Student,5,850,Debt Consolidation,270362,0.4813997603551411,Good,1
2421,154847,Student,7,449,Education,2867375,0.0637250160719978,Fair,0
2422,165128,Self-employed,1,361,Business,3098727,0.4484293766722614,Good,1
2423,84358,Unemployed,8,322,Education,156431,0.8123965902586479,Good,1
2424,25851,Self-employed,4,800,Car Loan,97588,0.293182557719914,Poor,1
2425,135367,Retired,6,644,Home Improvement,4240817,0.3798222462878882,Poor,1
2426,67157,Retired,7,795,Debt Consolidation,4635520,0.2517365678532215,Poor,1
2427,68148,Retired,7,553,Home Improvement,2061227,0.429546221961333,Good,0
